ref_id,code,player,event_name,event_type,event_date,round,opp_first,opp_last,score,level,year,sofa_status,sofa_id,sofa_ts,sofa_tournament,sofa_category,sofa_round,sofa_opponent,name_score,round_agree,place_agree,days_outside_window,first_to_serve,final_result_only,event_state,pbp_marker
H0A4:atp:2024/439/qs009:J476,H0A4,Nick Hardt,Umag,250,2024-07-22,Q1,David,Jorda Sanchis,6-7(3) 7-5 6-7(5),Tour qualifying,2024,linked,12574327,1721491200.0,"Umag, Croatia, Qualifying",ATP,Qualification round 1,David Jorda Sanchis,3.0,2.0,1.0,0.0,2,false,finished,True
H0A4:atp:2024/9540/ms015:C0DF,H0A4,Nick Hardt,San Marino,CH,2024-07-29,R16,Francisco,Comesana,7-6(2) 4-6 4-6,Challenger main draw,2024,linked,12593698,1722520800.0,"San Marino, San Marino",Challenger,Round of 16,Francisco Comesaña,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2024/9540/ms030:J620,H0A4,Nick Hardt,San Marino,CH,2024-07-29,R32,Maxime,Janvier,6-1 6-3,Challenger main draw,2024,linked,12611467,1722330000.0,"San Marino, San Marino",Challenger,Round of 32,Maxime Janvier,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2024/7201/ms019:TA46,H0A4,Nick Hardt,Santo Domingo,CH,2024-08-12,R32,Bernard,Tomic,6-2 4-6 3-6,Challenger main draw,2024,linked,12667266,1723585800.0,"Santo Domingo, Dominican Republic",Challenger,Round of 32,Bernard Tomić,3.0,2.0,1.0,0.0,2,false,finished,True
H0A4:atp:2024/560/qs074:GH92,H0A4,Nick Hardt,US Open,GS,2024-08-26,Q1,Borna,Gojo,3-6 4-6,Tour qualifying,2024,linked,12709338,1724175000.0,"US Open, New York, USA, Qualifying",ATP,Qualification round 1,Borna Gojo,3.0,2.0,0.0,0.0,1,false,finished,True
H0A4:atp:2024/2955/ms007:N0CS,H0A4,Nick Hardt,Montemar,CH,2024-11-18,QF,Lukas,Neumayer,3-6 6-7(7),Challenger main draw,2024,linked,13120876,1732291200.0,"Montemar, Spain",Challenger,Quarterfinals,Lukas Neumayer,3.0,2.0,1.0,0.0,2,false,finished,True
H0A4:atp:2024/2955/ms015:B0MM,H0A4,Nick Hardt,Montemar,CH,2024-11-18,R16,Edas,Butvilas,7-6(3) 6-1,Challenger main draw,2024,linked,13120881,1732204800.0,"Montemar, Spain",Challenger,Round of 16,Edas Butvilas,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2024/2955/ms030:A0AB,H0A4,Nick Hardt,Montemar,CH,2024-11-18,R32,Adrian,Andreev,6-3 2-1,Challenger main draw,2024,linked,13134520,1731944700.0,"Montemar, Spain",Challenger,Round of 32,Adrian Andreev,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2025/2801/ms016:KI82,H0A4,Nick Hardt,Nonthaburi 3,CH,2025-01-13,R32,Vit,Kopriva,4-6 1-6,Challenger main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/580/qs075:G0GD,H0A4,Nick Hardt,Australian Open,GS,2025-01-13,Q1,Matteo,Gigante,2-6 2-6,Tour qualifying,2025,linked,13134521,1736121600.0,"Australian Open, Melbourne, Australia, Qualifying",ATP,Qualification Round 1,Matteo Gigante,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2025/2855/qs013:R0IL,H0A4,Nick Hardt,Girona,CH,2025-03-24,Q2,Iliyan,Radulov,6-3 1-6 4-6,Challenger qualifying,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/2855/qs027:GE28,H0A4,Nick Hardt,Girona,CH,2025-03-24,Q1,Ivan,Gakhov,6-0 7-5,Challenger qualifying,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/2987/ms018:M0N7,H0A4,Nick Hardt,Menorca,CH,2025-03-31,R32,Daniel,Merida,7-6(3) 4-6 2-6,Challenger main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/9687/ms019:R0EB,H0A4,Nick Hardt,Madrid,CH,2025-04-07,R32,Valentin,Royer,6-7(5) 2-6,Challenger main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/9687/qs011:GB93,H0A4,Nick Hardt,Madrid,CH,2025-04-07,Q2,Norbert,Gombos,3-6 4-6,Challenger qualifying,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/9687/qs022:M0J2,H0A4,Nick Hardt,Madrid,CH,2025-04-07,Q1,Pablo,Masjuan Ginel,6-1 6-4,Challenger qualifying,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/2151/ms022:P0HP,H0A4,Nick Hardt,Rome,CH,2025-04-21,R32,Lukas,Pokorny,4-6 3-6,Challenger main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/4659/ms018:J0DG,H0A4,Nick Hardt,M25 Sabadell,FU,2025-04-28,R32,Alejandro,Juan Mano,6-2 4-6 6-7(5),ITF main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/4686/ms008:CI14,H0A4,Nick Hardt,M25 Vic,FU,2025-05-12,R16,Jay,Clarke,6-3 1-6 1-6,ITF main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/4686/ms017:M0BN,H0A4,Nick Hardt,M25 Vic,FU,2025-05-12,R32,Marvin,Moeller,6-2 5-7 3-3,ITF main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/1523/ms028:N0CJ,H0A4,Nick Hardt,M25 Klosters,FU,2025-06-16,R32,Petr,Nesterov,5-7 4-6,ITF main draw,2025,linked,14019088,1750240800.0,ITF M25 Klosters Men,ITF Men,Round of 32,Pyotr Nesterov,1.0,2.0,1.0,0.0,2,false,finished,True
H0A4:atp:2025/4159/ms002:M0BN,H0A4,Nick Hardt,M25 Brussels,FU,2025-06-23,SF,Marvin,Moeller,6-7(5) 3-6,ITF main draw,2025,linked,14062135,1751110200.0,ITF M25 Brussels Men,ITF Men,Semifinals,Marvin Möller,1.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2025/4159/ms004:SG56,H0A4,Nick Hardt,M25 Brussels,FU,2025-06-23,QF,Daniel,Dutra da Silva,6-1 6-3,ITF main draw,2025,linked,14057431,1751011200.0,ITF M25 Brussels Men,ITF Men,Quarterfinals,Daniel Dutra Da Silva,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2025/4159/ms009:D0LY,H0A4,Nick Hardt,M25 Brussels,FU,2025-06-23,R16,Emilien,Demanet,6-2 6-1,ITF main draw,2025,linked,14051851,1750933800.0,ITF M25 Brussels Men,ITF Men,Round of 16,Emilien Demanet,3.0,2.0,1.0,0.0,2,false,finished,True
H0A4:atp:2025/4159/ms018:R0GN,H0A4,Nick Hardt,M25 Brussels,FU,2025-06-23,R32,Amaury,Raynel,6-3 6-3,ITF main draw,2025,linked,14043202,1750838400.0,ITF M25 Brussels Men,ITF Men,Round of 32,Amaury Raynel,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2025/4356/ms006:P0FV,H0A4,Nick Hardt,M25 Marburg,FU,2025-06-30,QF,Filip Jeff,Planinsek,6-4 6-7(6) 6-7(6),ITF main draw,2025,linked,14096770,1751632200.0,ITF M25 Marburg Men,ITF Men,Quarterfinals,Filip Jeff Planins ek,1.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2025/4356/ms013:L0AT,H0A4,Nick Hardt,M25 Marburg,FU,2025-06-30,R16,Imanol,Lopez Morillo,6-2 7-5,ITF main draw,2025,linked,14087718,1751556600.0,ITF M25 Marburg Men,ITF Men,Round of 16,Imanol Lopez Morillo,3.0,2.0,1.0,0.0,2,false,finished,True
H0A4:atp:2025/4356/ms027:M0AC,H0A4,Nick Hardt,M25 Marburg,FU,2025-06-30,R32,Rudolf,Molleker,6-4 6-2,ITF main draw,2025,linked,14082825,1751457600.0,ITF M25 Marburg Men,ITF Men,Round of 32,Rudolf Molleker,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2025/4360/ms005:S0LT,H0A4,Nick Hardt,M25 Kassel,FU,2025-07-07,QF,Daniel,Siniakov,2-6 3-6,ITF main draw,2025,linked,14153892,1752242400.0,ITF M25+H Kassel Men,ITF Men,Quarterfinals,Daniel Siniakov,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2025/4360/ms011:Z0CR,H0A4,Nick Hardt,M25 Kassel,FU,2025-07-07,R16,Sydney,Zick,4-6 6-4 6-1,ITF main draw,2025,linked,14145919,1752159600.0,ITF M25+H Kassel Men,ITF Men,Round of 16,Sydney Zick,3.0,2.0,1.0,0.0,2,false,finished,True
H0A4:atp:2025/4360/ms022:F0FH,H0A4,Nick Hardt,M25 Kassel,FU,2025-07-07,R32,David,Fix,7-5 6-3,ITF main draw,2025,linked,14134687,1752064200.0,ITF M25+H Kassel Men,ITF Men,Round of 32,David Fix,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2025/4994/ms003:T0EI,H0A4,Nick Hardt,M25 Gentofte,FU,2025-07-28,SF,Aristotelis,Thanos,2-6 1-6,ITF main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/4994/ms007:V0D4,H0A4,Nick Hardt,M25 Gentofte,FU,2025-07-28,QF,Eric,Vanshelboim,6-1 6-4,ITF main draw,2025,linked,14320504,1754035200.0,ITF M25 Gentofte Men,ITF Men,Quarterfinals,Eric Vanshelboim,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2025/4994/ms014:S0NT,H0A4,Nick Hardt,M25 Gentofte,FU,2025-07-28,R16,Anton,Shepp,6-3 6-1,ITF main draw,2025,linked,14308645,1753956000.0,ITF M25 Gentofte Men,ITF Men,Round of 16,Anton Shepp,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2025/4994/ms028:HH01,H0A4,Nick Hardt,M25 Gentofte,FU,2025-07-28,R32,Benjamin,Hannestad,7-5 6-3,ITF main draw,2025,linked,14297838,1753774200.0,ITF M25 Gentofte Men,ITF Men,Round of 32,Benjamin Hannestad,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2025/2935/qs020:RH62,H0A4,Nick Hardt,Bonn,CH,2025-08-04,Q1,Mats,Rosenkranz,4-6 3-6,Challenger qualifying,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/4419/ms001:GA79,H0A4,Nick Hardt,M25 Sabadell,FU,2025-09-22,F,Lorenzo,Giustino,6-4 3-6 6-2,ITF main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/4419/ms003:GE28,H0A4,Nick Hardt,M25 Sabadell,FU,2025-09-22,SF,Ivan,Gakhov,7-6(4) 6-7(4) 6-3,ITF main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/4419/ms006:S0CG,H0A4,Nick Hardt,M25 Sabadell,FU,2025-09-22,QF,Carlos,Sanchez Jover,6-2 6-3,ITF main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/4419/ms012:A0EA,H0A4,Nick Hardt,M25 Sabadell,FU,2025-09-22,R16,Max,Alcala Gurri,6-1 6-3,ITF main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/4419/ms025:C0OI,H0A4,Nick Hardt,M25 Sabadell,FU,2025-09-22,R32,Carles,Cordoba,7-6(3) 2-0,ITF main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/4442/ms015:GE28,H0A4,Nick Hardt,M25 Zaragoza,FU,2025-09-29,R16,Ivan,Gakhov,2-6 1-6,ITF main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/4442/ms030:A0NU,H0A4,Nick Hardt,M25 Zaragoza,FU,2025-09-29,R32,Richard,Antoni,6-3 6-2,ITF main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/4453/ms007:RD58,H0A4,Nick Hardt,M25 Santa Margherita di Pula,FU,2025-10-13,QF,Dominik,Recek,6-1 4-6 2-6,ITF main draw,2025,linked,14895620,1760608800.0,ITF M25 Santa Margherita di Pula 11 Men,ITF Men,Quarterfinals,Dominik Reček,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2025/4453/ms015:GA79,H0A4,Nick Hardt,M25 Santa Margherita di Pula,FU,2025-10-13,R16,Lorenzo,Giustino,5-2,ITF main draw,2025,linked,14887287,1760515200.0,ITF M25 Santa Margherita di Pula 11 Men,ITF Men,Round of 16,Lorenzo Giustino,3.0,2.0,1.0,0.0,2,false,finished,True
H0A4:atp:2025/4453/ms030:B0WD,H0A4,Nick Hardt,M25 Santa Margherita di Pula,FU,2025-10-13,R32,Lorenzo,Berto,6-1 6-1,ITF main draw,2025,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2025/5166/ms006:M0R4,H0A4,Nick Hardt,M25 Santa Margherita di Pula,FU,2025-10-20,QF,Juan Cruz,Martin Manzano,6-4 6-7(4) 3-6,ITF main draw,2025,linked,14942754,1761305400.0,ITF M25 Santa Margherita di Pula 12 Men,ITF Men,Quarterfinals,Juan Cruz Martin Manzano,3.0,2.0,1.0,0.0,2,false,finished,True
H0A4:atp:2025/5166/ms012:I09N,H0A4,Nick Hardt,M25 Santa Margherita di Pula,FU,2025-10-20,R16,Federico,Iannaccone,6-3 4-6 7-6(3),ITF main draw,2025,linked,14937620,1761289200.0,ITF M25 Santa Margherita di Pula 12 Men,ITF Men,Round of 16,Federico Iannaccone,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2025/5166/ms024:CO01,H0A4,Nick Hardt,M25 Santa Margherita di Pula,FU,2025-10-20,R32,Andrey,Chepelev,6-4 6-3,ITF main draw,2025,linked,14915367,1760956200.0,ITF M25 Santa Margherita di Pula 12 Men,ITF Men,Round of 32,Andrey Chepelev,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2025/4451/ms012:C0LK,H0A4,Nick Hardt,M25 Sintra,FU,2025-10-27,R16,Carlo Alberto,Caniato,6-7(4) 6-7(3),ITF main draw,2025,linked,14970886,1761910200.0,ITF M25 Sintra 2 Men,ITF Men,Round of 16,Carlo Alberto Caniato,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2025/4451/ms025:GK07,H0A4,Nick Hardt,M25 Sintra,FU,2025-10-27,R32,Joao,Graca,6-2 6-1,ITF main draw,2025,linked,14963936,1761739200.0,ITF M25 Sintra 2 Men,ITF Men,Round of 32,Joao Graca,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2026/5256/ms000:S0GV,H0A4,Nick Hardt,G2 DOM vs LAT,DC,2026-02-02,RR,Robert,Strombachs,7-5 6-7(2) 6-2,Davis Cup,2026,absent,,,,,,,,,,,,,,False
H0A4:atp:2026/3075/ms020:GK06,H0A4,Nick Hardt,Metepec,CH,2026-02-16,R32,Alexis,Galarneau,3-6 0-6,Challenger main draw,2026,linked,15546270,1771357200.0,"Metepec, Mexico",Challenger,Round of 32,Alexis Galarneau,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2026/5265/ms001:B0I5,H0A4,Nick Hardt,M15 San Jose,FU,2026-02-23,F,Blaise,Bicknell,2-6 4-6,ITF main draw,2026,linked,15633842,1772298000.0,ITF M15 San Jose Men,ITF Men,Final,Blaise Bicknell,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/5265/ms003:D0K3,H0A4,Nick Hardt,M15 San Jose,FU,2026-02-23,SF,Guillaume,Dalmasso,6-4 7-6(5),ITF main draw,2026,linked,15629735,1772217000.0,ITF M15 San Jose Men,ITF Men,Semifinals,Guillaume Dalmasso,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/5265/ms007:F0CK,H0A4,Nick Hardt,M15 San Jose,FU,2026-02-23,QF,Andrew,Fenty,6-4 3-6 6-3,ITF main draw,2026,linked,15624738,1772118000.0,ITF M15 San Jose Men,ITF Men,Quarterfinals,Andrew Fenty,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/5265/ms014:A0IE,H0A4,Nick Hardt,M15 San Jose,FU,2026-02-23,R16,Seydina,Andre,7-5 6-2,ITF main draw,2026,linked,15616854,1772031600.0,ITF M15 San Jose Men,ITF Men,Round of 16,Seydina Andre,3.0,2.0,1.0,0.0,2,false,finished,True
H0A4:atp:2026/5265/ms028:BP79,H0A4,Nick Hardt,M15 San Jose,FU,2026-02-23,R32,Peter,Bertran,7-5 6-2,ITF main draw,2026,linked,15610656,1771954200.0,ITF M15 San Jose Men,ITF Men,Round of 32,Peter Bertran,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/2975/ms028:N0BS,H0A4,Nick Hardt,Cap Cana,CH,2026-03-09,R32,Mariano,Navone,7-6(3) 2-6 2-6,Challenger main draw,2026,linked,15688599,1773279000.0,"Cap Cana, Dominican Republic",Challenger,Round of 32,Mariano Navone,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2026/5067/ms005:K0NP,H0A4,Nick Hardt,Savannah,CH,2026-04-20,QF,Jack,Kennedy,5-7 5-7,Challenger main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/5067/ms010:KE64,H0A4,Nick Hardt,Savannah,CH,2026-04-20,R16,Stefan,Kozlov,6-2 2-6 6-0,Challenger main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/5067/ms021:P0EA,H0A4,Nick Hardt,Savannah,CH,2026-04-20,R32,Saba,Purtseladze,6-2 6-0,Challenger main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/5067/qs013:S0S5,H0A4,Nick Hardt,Savannah,CH,2026-04-20,Q2,Braden,Shick,7-6(3) 6-4,Challenger qualifying,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/5067/qs027:K0AF,H0A4,Nick Hardt,Savannah,CH,2026-04-20,Q1,Boris,Kozlov,6-1 6-2,Challenger qualifying,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/4662/ms001:P0EP,H0A4,Nick Hardt,"M15 Orange Park, FL",FU,2026-04-27,F,Andreja,Petrovic,1-6 6-1 6-4,ITF main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/4662/ms003:H0M1,H0A4,Nick Hardt,"M15 Orange Park, FL",FU,2026-04-27,SF,Keaton,Hance,6-3 6-2,ITF main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/4662/ms006:C0PC,H0A4,Nick Hardt,"M15 Orange Park, FL",FU,2026-04-27,QF,James,Connel,6-4 7-5,ITF main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/4662/ms013:C0GG,H0A4,Nick Hardt,"M15 Orange Park, FL",FU,2026-04-27,R16,Keshav,Chopra,6-0 6-0,ITF main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/4662/ms027:V0GG,H0A4,Nick Hardt,"M15 Orange Park, FL",FU,2026-04-27,R32,Oren,Vasser,6-1 6-1,ITF main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/2923/ms010:DC48,H0A4,Nick Hardt,Santos,CH,2026-05-04,R16,Murkel,Dellien,6-4 3-6 0-3,Challenger main draw,2026,linked,16097018,1778166000.0,"Santos, Brazil",Challenger,Round of 16,Murkel Dellien,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/2923/ms021:T0AF,H0A4,Nick Hardt,Santos,CH,2026-05-04,R32,Fermin,Tenti,6-1 6-2,Challenger main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/4674/ms001:C0KV,H0A4,Nick Hardt,"M25 Pensacola, FL",FU,2026-05-11,F,Ryan,Colby,2-6 6-1 6-3,ITF main draw,2026,linked,16191712,1779030684.0,"ITF M25 Pensacola, FL Men",ITF Men,Final,Ryan Colby,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/4674/ms003:F0II,H0A4,Nick Hardt,"M25 Pensacola, FL",FU,2026-05-11,SF,Ilyas Milad,Fahim,7-6(3) 6-4,ITF main draw,2026,linked,16187883,1778944050.0,"ITF M25 Pensacola, FL Men",ITF Men,Semifinals,Ilyas Milad Fahim,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/4674/ms006:B0PW,H0A4,Nick Hardt,"M25 Pensacola, FL",FU,2026-05-11,QF,Kaylan,Bigun,6-0 6-2,ITF main draw,2026,linked,16182944,1778857833.0,"ITF M25 Pensacola, FL Men",ITF Men,Quarterfinals,Kaylan Bigun,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/4674/ms012:C0FJ,H0A4,Nick Hardt,"M25 Pensacola, FL",FU,2026-05-11,R16,Aleksa,Ciric,6-4 0-6 7-5,ITF main draw,2026,linked,16177284,1778783280.0,"ITF M25 Pensacola, FL Men",ITF Men,Round of 16,Aleksa Ciric,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2026/4674/ms024:O0BC,H0A4,Nick Hardt,"M25 Pensacola, FL",FU,2026-05-11,R32,Oliver,Okonkwo,6-2 6-2,ITF main draw,2026,linked,16172828,1778684919.0,"ITF M25 Pensacola, FL Men",ITF Men,Round of 32,Oliver Okonkwo,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/5118/ms001:Z0DA,H0A4,Nick Hardt,M25 Cuiaba,FU,2026-06-01,F,Carlos Maria,Zarate,6-2 6-2,ITF main draw,2026,linked,16288402,1780870247.0,ITF M25 Cuiaba Men,ITF Men,Final,Carlos Maria Zarate,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/5118/ms003:V821,H0A4,Nick Hardt,M25 Cuiaba,FU,2026-06-01,SF,Gonzalo,Villanueva,6-3 2-6 6-4,ITF main draw,2026,linked,16284750,1780787477.0,ITF M25 Cuiaba Men,ITF Men,Semifinals,Gonzalo Villanueva,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/5118/ms006:D0AR,H0A4,Nick Hardt,M25 Cuiaba,FU,2026-06-01,QF,Mateus,Alves,7-6(4) 3-6 6-2,ITF main draw,2026,linked,16280232,1780686715.0,ITF M25 Cuiaba Men,ITF Men,Quarterfinals,Mateus Alves,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/5118/ms013:P0LG,H0A4,Nick Hardt,M25 Cuiaba,FU,2026-06-01,R16,Salvador,Price,6-1 6-1,ITF main draw,2026,linked,16276869,1780600193.0,ITF M25 Cuiaba Men,ITF Men,Round of 16,Salvador Price,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/5118/ms027:LA54,H0A4,Nick Hardt,M25 Cuiaba,FU,2026-06-01,R32,Wilson,Leite,6-3 6-3,ITF main draw,2026,linked,16271597,1780521994.0,ITF M25 Cuiaba Men,ITF Men,Round of 32,Wilson Leite,3.0,2.0,1.0,0.0,absent,false,finished,False
H0A4:atp:2026/2927/ms014:KC29,H0A4,Nick Hardt,San Miguel de Tucuman,CH,2026-06-08,R16,Nicolas,Kicker,2-6 5-7,Challenger main draw,2026,linked,16272802,1781217600.0,"San Miguel de Tucuman, Argentina",Challenger,Round of 16,Nicolas Kicker,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2026/2927/ms029:F0FL,H0A4,Nick Hardt,San Miguel de Tucuman,CH,2026-06-08,R32,Bruno,Fernandez,7-5 6-2,Challenger main draw,2026,linked,16288354,1781107200.0,"San Miguel de Tucuman, Argentina",Challenger,Round of 32,Bruno Fernandez,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2026/3117/ms001:E0DI,H0A4,Nick Hardt,Asuncion (CIT),CH,2026-06-15,F,Juan,Estevez,7-6(0) 4-6 6-2,Challenger main draw,2026,linked,16306780,1781989200.0,"Asuncion 2, Paraguay",Challenger,Final,Juan Estevez,3.0,2.0,1.0,0.0,2,false,finished,True
H0A4:atp:2026/3117/ms002:J0AW,H0A4,Nick Hardt,Asuncion (CIT),CH,2026-06-15,SF,Guido Ivan,Justo,6-2 7-6(11),Challenger main draw,2026,linked,16306776,1781904600.0,"Asuncion 2, Paraguay",Challenger,Semifinals,Guido Ivan Justo,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2026/3117/ms005:S0EK,H0A4,Nick Hardt,Asuncion (CIT),CH,2026-06-15,QF,Matias,Soto,3-6 6-1 6-0,Challenger main draw,2026,linked,16306778,1781802000.0,"Asuncion 2, Paraguay",Challenger,Quarterfinals,Matias Soto,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2026/3117/ms010:SX91,H0A4,Nick Hardt,Asuncion (CIT),CH,2026-06-15,R16,Thiago,Seyboth Wild,6-4 3-6 7-5,Challenger main draw,2026,linked,16306786,1781717400.0,"Asuncion 2, Paraguay",Challenger,Round of 16,Thiago Seyboth Wild,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2026/3117/ms021:F0FL,H0A4,Nick Hardt,Asuncion (CIT),CH,2026-06-15,R32,Bruno,Fernandez,3-6 6-3 6-3,Challenger main draw,2026,linked,16325439,1781553600.0,"Asuncion 2, Paraguay",Challenger,Round of 32,Bruno Fernandez,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2026/2835/ms007:L0GR,H0A4,Nick Hardt,Piracicaba,CH,2026-06-22,QF,Juan Manuel,La Serna,2-6 0-3,Challenger main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/2835/ms014:LA54,H0A4,Nick Hardt,Piracicaba,CH,2026-06-22,R16,Wilson,Leite,6-3 6-1,Challenger main draw,2026,linked,16345077,1782491400.0,"Piracicaba, Brazil",Challenger,Round of 16,Wilson Leite,3.0,2.0,1.0,0.0,1,false,finished,True
H0A4:atp:2026/2835/ms028:O0CL,H0A4,Nick Hardt,Piracicaba,CH,2026-06-22,R32,Nicolas,Oliveira,2-6 6-4 6-4,Challenger main draw,2026,linked,16377666,1782392400.0,"Piracicaba, Brazil",Challenger,Round of 32,Nicolas Oliveira,3.0,2.0,1.0,0.0,2,false,finished,True
H0A4:atp:2026/7389/ms015:C0JV,H0A4,Nick Hardt,Bogota,CH,2026-07-06,R16,Lorenzo,Claverie,6-7(3) 6-7(5),Challenger main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/7389/ms031:H0CD,H0A4,Nick Hardt,Bogota,CH,2026-07-06,R32,Alex,Hernandez,7-6(5) 4-6 6-2,Challenger main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/8392/ms020:CF01,H0A4,Nick Hardt,Todi,CH,2026-08-10,R32,Marco,Cecchinato,3-6 5-7,Challenger main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/600/ms008:K0DP,H0A4,Nick Hardt,Prague,CH,2026-08-17,R16,Oleksii,Krutykh,3-6 0-6,Challenger main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/600/ms017:F0GD,H0A4,Nick Hardt,Prague,CH,2026-08-17,R32,Jakub,Filip,6-1 6-2,Challenger main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/8266/ms023:W712,H0A4,Nick Hardt,Augsburg,CH,2026-08-24,R32,Kai,Wehnelt,6-2 3-6 2-6,Challenger main draw,2026,unobserved,,,,,,,,,,,,,,False
H0A4:atp:2026/2933/ms027:CF01,H0A4,Nick Hardt,Porto (CTP),CH,2026-08-31,R32,Marco,Cecchinato,6-4 0-6 3-6,Challenger main draw,2026,unobserved,,,,,,,,,,,,,,False
