ref_id,code,player,event_name,event_type,event_date,round,opp_first,opp_last,score,level,year,sofa_status,sofa_id,sofa_ts,sofa_tournament,sofa_category,sofa_round,sofa_opponent,name_score,round_agree,place_agree,days_outside_window,first_to_serve,final_result_only,event_state,pbp_marker
CH12:atp:2015/812/ms024:PL93,CH12,Jan Choinski,France F18,FU,2015-09-14,R32,Nino,Portales,6-3 6-3,ITF main draw,2015,linked,6901151,1442305800.0,"France F18, Singles",ITF Men,1/16-finals (R32),Nino Portales,3.0,0.0,1.0,0.0,2,false,finished,True
CH12:atp:2015/813/ms002:A789,CH12,Jan Choinski,France F19,FU,2015-09-21,SF,Maxime,Authom,6-2 4-6 4-6,ITF main draw,2015,unobserved,,,,,,,,,,,,,,False
CH12:atp:2015/813/ms005:V886,CH12,Jan Choinski,France F19,FU,2015-09-21,QF,Pablo,Vivero Gonzalez,6-3 7-6(4),ITF main draw,2015,linked,6913179,1443182400.0,"France F19, Singles",ITF Men,Quarterfinals,P. Vivero González,1.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2015/813/ms011:AC55,CH12,Jan Choinski,France F19,FU,2015-09-21,R16,Sander,Arends,6-0 6-3,ITF main draw,2015,linked,6909425,1443002400.0,"France F19, Singles",ITF Men,1/8-finals (R16),Sander Arends,3.0,0.0,1.0,0.0,2,false,finished,True
CH12:atp:2015/813/ms023:RH54,CH12,Jan Choinski,France F19,FU,2015-09-21,R32,Rayane,Roumane,3-6 6-1 6-0,ITF main draw,2015,linked,6909020,1442921400.0,"France F19, Singles",ITF Men,1/16-finals (R32),Rayane Roumane,3.0,0.0,1.0,0.0,1,false,finished,True
CH12:atp:2015/4085/ms001:HH26,CH12,Jan Choinski,France F20,FU,2015-09-28,F,Ugo,Humbert,6-3 7-6(2),ITF main draw,2015,unobserved,,,,,,,,,,,,,,False
CH12:atp:2015/4085/ms003:GF95,CH12,Jan Choinski,France F20,FU,2015-09-28,SF,Hugo,Grenier,6-2 6-3,ITF main draw,2015,unobserved,,,,,,,,,,,,,,False
CH12:atp:2015/4085/ms006:CN78,CH12,Jan Choinski,France F20,FU,2015-09-28,QF,Lucas,Catarina,6-2 6-0,ITF main draw,2015,unobserved,,,,,,,,,,,,,,False
CH12:atp:2015/4085/ms013:WA94,CH12,Jan Choinski,France F20,FU,2015-09-28,R16,Till,Wegner,6-4 6-2,ITF main draw,2015,unobserved,,,,,,,,,,,,,,False
CH12:atp:2015/4085/ms027:LC13,CH12,Jan Choinski,France F20,FU,2015-09-28,R32,Thomas,Le Boulch,3-6 6-4 7-5,ITF main draw,2015,unobserved,,,,,,,,,,,,,,False
CH12:atp:2015/2139/ms001:MJ71,CH12,Jan Choinski,Germany F15,FU,2015-10-05,F,Mats,Moraing,4-6 6-3 2-6,ITF main draw,2015,unobserved,,,,,,,,,,,,,,False
CH12:atp:2015/2139/ms002:K909,CH12,Jan Choinski,Germany F15,FU,2015-10-05,SF,Andriej,Kapas,6-4 6-4,ITF main draw,2015,unobserved,,,,,,,,,,,,,,False
CH12:atp:2015/2139/ms005:GC03,CH12,Jan Choinski,Germany F15,FU,2015-10-05,QF,Teri,Groll,6-4 6-4,ITF main draw,2015,unobserved,,,,,,,,,,,,,,False
CH12:atp:2015/2139/ms011:HB31,CH12,Jan Choinski,Germany F15,FU,2015-10-05,R16,Johannes,Haerteis,6-7(4) 6-1 6-2,ITF main draw,2015,unobserved,,,,,,,,,,,,,,False
CH12:atp:2015/2139/ms023:SU13,CH12,Jan Choinski,Germany F15,FU,2015-10-05,R32,Tim,Sandkaulen,6-3 6-2,ITF main draw,2015,unobserved,,,,,,,,,,,,,,False
CH12:atp:2015/7164/ms006:AD41,CH12,Jan Choinski,Norway F1,FU,2015-10-19,QF,Daniel,Appelgren,6-7(9) 3-6,ITF main draw,2015,linked,6935796,1445509200.0,"Norway F1, Singles",ITF Men,Quarterfinals,Daniel Appelgren,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2015/7164/ms013:SL51,CH12,Jan Choinski,Norway F1,FU,2015-10-19,R16,Matej,Sabanov,7-5 6-3,ITF main draw,2015,linked,6935184,1445414400.0,"Norway F1, Singles",ITF Men,Round of 16,Matej Sabanov,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2015/7164/ms027:W642,CH12,Jan Choinski,Norway F1,FU,2015-10-19,R32,Bartosz,Wojnar,6-1 6-4,ITF main draw,2015,linked,6932913,1445241600.0,"Norway F1, Singles",ITF Men,Round of 32,Bartosz Wojnar,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2015/7188/ms003:DC76,CH12,Jan Choinski,Norway F2,FU,2015-10-26,SF,Viktor,Durasovic,1-6 5-7,ITF main draw,2015,linked,6941703,1446217200.0,"Norway F2, Singles",ITF Men,Semifinals,Viktor Durasović,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2015/7188/ms006:PL54,CH12,Jan Choinski,Norway F2,FU,2015-10-26,QF,Bjoern,Petersen,4-6 6-4 6-2,ITF main draw,2015,linked,6941038,1446124500.0,"Norway F2, Singles",ITF Men,Quarterfinals,Bjoern Petersen,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2015/7188/ms013:SU61,CH12,Jan Choinski,Norway F2,FU,2015-10-26,R16,Jonathan,Stenberg,6-1 6-2,ITF main draw,2015,linked,6940275,1446033300.0,"Norway F2, Singles",ITF Men,Round of 16,Jonathan Stenberg,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2015/7188/ms027:GJ37,CH12,Jan Choinski,Norway F2,FU,2015-10-26,R32,Tallon,Griekspoor,5-7 6-1 2-0,ITF main draw,2015,linked,6939005,1445936400.0,"Norway F2, Singles",ITF Men,Round of 32,Tallon Griekspoor,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2015/7432/ms013:MM78,CH12,Jan Choinski,Norway F3,FU,2015-11-02,R16,Jonathan,Mridha,6-7(2) 4-6,ITF main draw,2015,linked,6944609,1446632700.0,"Norway F3, Singles",ITF Men,Round of 16,Jonathan Mridha,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2015/7432/ms027:F696,CH12,Jan Choinski,Norway F3,FU,2015-11-02,R32,Adrian,Forberg Skogeng,6-2 6-2,ITF main draw,2015,linked,6943676,1446558300.0,"Norway F3, Singles",ITF Men,Round of 32,A. Forberg Skogeng,1.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2016/114/ms007:BA86,CH12,Jan Choinski,Germany F1,FU,2016-01-11,QF,Andreas,Beck,4-6 5-7,ITF main draw,2016,linked,6983702,1452876900.0,"Germany F1, Singles",ITF Men,Quarterfinals,Andreas Beck,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2016/114/ms014:MH16,CH12,Jan Choinski,Germany F1,FU,2016-01-11,R16,Yannick,Maden,3-6 7-5 6-3,ITF main draw,2016,linked,6983212,1452769200.0,"Germany F1, Singles",ITF Men,Round of 16,Yannick Maden,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2016/114/ms028:SU09,CH12,Jan Choinski,Germany F1,FU,2016-01-11,R32,Philipp,Scholz,6-7(4) 6-3 6-4,ITF main draw,2016,linked,6982382,1452704400.0,"Germany F1, Singles",ITF Men,Round of 32,Philipp Scholz,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2016/120/ms029:V763,CH12,Jan Choinski,Germany F2,FU,2016-01-18,R32,Filip,Veger,2-6 6-4 6-7(5),ITF main draw,2016,linked,6986720,1453215600.0,"Germany F2, Singles",ITF Men,Round of 32,Filip Veger,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2016/179/ms010:I236,CH12,Jan Choinski,Germany F3,FU,2016-01-25,R16,Uladzimir,Ignatik,5-7 4-6,ITF main draw,2016,linked,6992885,1453986000.0,"Germany F3, Singles",ITF Men,Round of 16,Uladzimir Ignatik,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2016/179/ms021:RA82,CH12,Jan Choinski,Germany F3,FU,2016-01-25,R32,Yannik,Reuter,6-4 6-3,ITF main draw,2016,linked,6992285,1453921800.0,"Germany F3, Singles",ITF Men,Round of 32,Yannik Reuter,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2016/1513/ms001:I236,CH12,Jan Choinski,Switzerland F1,FU,2016-02-08,F,Uladzimir,Ignatik,4-6 3-6,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/1513/ms002:I305,CH12,Jan Choinski,Switzerland F1,FU,2016-02-08,SF,Ilya,Ivashka,7-6(5) 7-6(3),ITF main draw,2016,linked,7003546,1455294600.0,"Switzerland F1, Singles",ITF Men,Semifinals,Ilya Ivashka,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2016/1513/ms004:D499,CH12,Jan Choinski,Switzerland F1,FU,2016-02-08,QF,Frank,Dancevic,6-3 6-4,ITF main draw,2016,linked,7002566,1455189900.0,"Switzerland F1, Singles",ITF Men,Quarterfinals,Frank Dancevic,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2016/1513/ms009:RA15,CH12,Jan Choinski,Switzerland F1,FU,2016-02-08,R16,Elie,Rousset,4-6 6-4 6-1,ITF main draw,2016,linked,7001940,1455101100.0,"Switzerland F1, Singles",ITF Men,Round of 16,Elie Rousset,3.0,2.0,1.0,0.0,2,false,finished,True
CH12:atp:2016/1513/ms018:BF27,CH12,Jan Choinski,Switzerland F1,FU,2016-02-08,R32,Adrien,Bossel,4-6 7-6(6) 6-3,ITF main draw,2016,linked,7001150,1455021600.0,"Switzerland F1, Singles",ITF Men,Round of 32,Adrien Bossel,3.0,2.0,1.0,0.0,1,false,finished,True
CH12:atp:2016/1523/ms025:N661,CH12,Jan Choinski,Switzerland F2,FU,2016-02-15,R32,Marvin,Netuschil,4-6 2-6,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/265/ms008:MG08,CH12,Jan Choinski,France F4,FU,2016-02-29,R16,Yannick,Mertens,4-6 1-6,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/265/ms017:BU54,CH12,Jan Choinski,France F4,FU,2016-02-29,R32,Geoffrey,Blancaneaux,7-5 4-6 6-3,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/452/ms005:MP01,CH12,Jan Choinski,U.S.A. F10,FU,2016-03-14,QF,Michael,Mmoh,4-6 4-6,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/452/ms010:SK69,CH12,Jan Choinski,U.S.A. F10,FU,2016-03-14,R16,Joao Pedro,Sorgi,6-1 6-4,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/452/ms020:MF78,CH12,Jan Choinski,U.S.A. F10,FU,2016-03-14,R32,Marek,Michalicka,6-3 7-5,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/454/ms029:SK69,CH12,Jan Choinski,U.S.A. F11,FU,2016-03-21,R32,Joao Pedro,Sorgi,4-6 3-6,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/458/ms006:H624,CH12,Jan Choinski,U.S.A. F12,FU,2016-04-04,QF,Ryan,Haviland,1-6 2-6,ITF main draw,2016,linked,7047953,1460136900.0,"USA F12, Singles",ITF Men,absent,Ryan Haviland,3.0,0.0,0.0,0.0,1,false,finished,True
CH12:atp:2016/458/ms012:MJ88,CH12,Jan Choinski,U.S.A. F12,FU,2016-04-04,R16,Felipe,Mantilla,7-5 6-2,ITF main draw,2016,linked,7047445,1460061000.0,"USA F12, Singles",ITF Men,absent,Felipe Mantilla,3.0,0.0,0.0,0.0,1,false,finished,True
CH12:atp:2016/458/ms024:TB84,CH12,Jan Choinski,U.S.A. F12,FU,2016-04-04,R32,Clay,Thompson,4-6 6-3 6-2,ITF main draw,2016,linked,7046382,1459864800.0,"USA F12, Singles",ITF Men,absent,Clay Thompson,3.0,0.0,0.0,0.0,2,false,finished,True
CH12:atp:2016/710/ms008:LA94,CH12,Jan Choinski,U.S.A. F13,FU,2016-04-11,R16,Christian,Lindell,7-6(6) 4-6 5-7,ITF main draw,2016,linked,7051865,1460646600.0,"USA F13, Singles",ITF Men,absent,Christian Lindell,3.0,0.0,0.0,0.0,1,false,finished,True
CH12:atp:2016/710/ms017:TB84,CH12,Jan Choinski,U.S.A. F13,FU,2016-04-11,R32,Clay,Thompson,6-4 6-3,ITF main draw,2016,linked,7050342,1460484000.0,"USA F13, Singles",ITF Men,absent,Clay Thompson,3.0,0.0,0.0,0.0,2,false,finished,True
CH12:atp:2016/692/qs022:PB22,CH12,Jan Choinski,Tallahassee,CH,2016-04-25,Q1,Peter,Polansky,4-6 1-6,Challenger qualifying,2016,linked,7056997,1461420000.0,"Tallahassee, USA, Qualifying",Challenger,Qualification,Peter Polansky,3.0,1.0,1.0,0.0,absent,false,finished,False
CH12:atp:2016/460/qs004:T911,CH12,Jan Choinski,Heilbronn,CH,2016-05-09,Q3,Peter,Torebko,5-7 1-4,Challenger qualifying,2016,linked,7067969,1462788000.0,"Heilbronn, Germany, Qualifying",Challenger,Qualification,Peter Torebko,3.0,1.0,1.0,0.0,absent,false,finished,False
CH12:atp:2016/460/qs009:SH77,CH12,Jan Choinski,Heilbronn,CH,2016-05-09,Q2,Artem,Smirnov,6-4 0-6 6-2,Challenger qualifying,2016,linked,7067204,1462704900.0,"Heilbronn, Germany, Qualifying",Challenger,Qualification,Artem Smirnov,3.0,1.0,1.0,0.0,absent,false,finished,False
CH12:atp:2016/460/qs018:WB25,CH12,Jan Choinski,Heilbronn,CH,2016-05-09,Q1,Louis,Wessels,7-5 6-2,Challenger qualifying,2016,linked,7066991,1462613700.0,"Heilbronn, Germany, Qualifying",Challenger,Qualification,Louis Wessels,3.0,1.0,1.0,0.0,absent,false,finished,False
CH12:atp:2016/7551/ms012:F651,CH12,Jan Choinski,Czech Republic F3,FU,2016-05-23,R16,Michal,Franek,2-6 6-0 4-6,ITF main draw,2016,linked,7077048,1464251400.0,"Czech Republic F3, Singles",ITF Men,absent,M. Franěk,1.0,0.0,1.0,0.0,1,false,finished,True
CH12:atp:2016/7551/ms024:SW51,CH12,Jan Choinski,Czech Republic F3,FU,2016-05-23,R32,Pavel,Staubert,6-3 6-2,ITF main draw,2016,linked,7076405,1464165000.0,"Czech Republic F3, Singles",ITF Men,absent,P. Štaubert,1.0,0.0,1.0,0.0,2,false,finished,True
CH12:atp:2016/396/qs021:N897,CH12,Jan Choinski,Furth,CH,2016-05-30,Q1,Sumit,Nagal,4-6 1-6,Challenger qualifying,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/321/ms022:SC77,CH12,Jan Choinski,Stuttgart,250,2016-06-06,R32,Sergiy,Stakhovsky,3-6,Tour main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/838/ms005:GJ37,CH12,Jan Choinski,Netherlands F3,FU,2016-06-27,QF,Tallon,Griekspoor,4-6 2-6,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/838/ms010:BO10,CH12,Jan Choinski,Netherlands F3,FU,2016-06-27,R16,Gijs,Brouwer,6-2 6-0,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/838/ms020:SN86,CH12,Jan Choinski,Netherlands F3,FU,2016-06-27,R32,Moos,Sporken,6-1 6-3,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/2134/ms018:N663,CH12,Jan Choinski,Netherlands F4,FU,2016-07-04,R32,Maximilian,Neuchrist,4-6 4-6,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/572/ms011:V750,CH12,Jan Choinski,Germany F7,FU,2016-07-11,R16,Colin,Van Beem,6-7(7) 7-5 3-6,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/572/ms023:F762,CH12,Jan Choinski,Germany F7,FU,2016-07-11,R32,Florian,Fallert,6-1 6-4,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/551/ms010:H896,CH12,Jan Choinski,Germany F8,FU,2016-07-18,R16,Jose,Hernandez-Fernandez,6-7(1) 7-5 2-6,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/551/ms021:PE69,CH12,Jan Choinski,Germany F8,FU,2016-07-18,R32,David,Pel,6-3 6-3,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/488/ms026:N661,CH12,Jan Choinski,Germany F9,FU,2016-08-01,R32,Marvin,Netuschil,6-4 3-6 3-6,ITF main draw,2016,linked,7155869,1470135600.0,"Germany F9, Singles",ITF Men,absent,Marvin Netuschil,3.0,0.0,1.0,0.0,absent,false,finished,False
CH12:atp:2016/205/ms002:N661,CH12,Jan Choinski,Germany F10,FU,2016-08-08,SF,Marvin,Netuschil,3-6 4-6,ITF main draw,2016,linked,7169917,1470999600.0,"Germany F10, Singles",ITF Men,absent,Marvin Netuschil,3.0,0.0,1.0,0.0,1,false,finished,True
CH12:atp:2016/205/ms005:BH87,CH12,Jan Choinski,Germany F10,FU,2016-08-08,QF,Maverick,Banes,7-6(3),ITF main draw,2016,linked,7167738,1470919200.0,"Germany F10, Singles",ITF Men,absent,Maverick Banes,3.0,0.0,1.0,0.0,2,false,finished,True
CH12:atp:2016/205/ms011:KB43,CH12,Jan Choinski,Germany F10,FU,2016-08-08,R16,Robin,Kern,6-4 6-3,ITF main draw,2016,linked,7166695,1470827700.0,"Germany F10, Singles",ITF Men,absent,Robin Kern,3.0,0.0,1.0,0.0,2,false,finished,True
CH12:atp:2016/205/ms023:B0C5,CH12,Jan Choinski,Germany F10,FU,2016-08-08,R32,Florian,Broska,7-6(2) 6-2,ITF main draw,2016,linked,7165466,1470740400.0,"Germany F10, Singles",ITF Men,absent,Florian Broska,3.0,0.0,1.0,0.0,1,false,finished,True
CH12:atp:2016/802/ms024:N897,CH12,Jan Choinski,Poland F5,FU,2016-08-15,R32,Sumit,Nagal,4-6 5-7,ITF main draw,2016,linked,7178419,1471437900.0,"2017 Poland F5, Singles Qualifying",ITF Men,Round of 32,Sumit Nagal,3.0,0.0,1.0,0.0,2,false,finished,True
CH12:atp:2016/412/ms016:RC93,CH12,Jan Choinski,U.S.A. F28,FU,2016-09-12,R32,Martin,Redlicki,6-2 6-7(4) 4-6,ITF main draw,2016,linked,7214488,1473800400.0,"USA F28, Singles",ITF Men,absent,Martin Redlicki,3.0,0.0,0.0,0.0,1,false,finished,True
CH12:atp:2016/253/ms001:MK66,CH12,Jan Choinski,U.S.A. F29,FU,2016-09-19,F,Mackenzie,McDonald,0-6 3-6,ITF main draw,2016,linked,7233464,1474822800.0,"USA F29, Singles",ITF Men,absent,Mackenzie McDonald,3.0,0.0,0.0,0.0,1,false,finished,True
CH12:atp:2016/253/ms003:F664,CH12,Jan Choinski,U.S.A. F29,FU,2016-09-19,SF,Sebastian,Fanselow,6-4 6-4,ITF main draw,2016,linked,7232640,1474741200.0,"USA F29, Singles",ITF Men,absent,Sebastian Fanselow,3.0,0.0,0.0,0.0,2,false,finished,True
CH12:atp:2016/253/ms007:GC88,CH12,Jan Choinski,U.S.A. F29,FU,2016-09-19,QF,Marcos,Giron,6-3 5-7 6-4,ITF main draw,2016,linked,7231624,1474656000.0,"USA F29, Singles",ITF Men,absent,Marcos Giron,3.0,0.0,0.0,0.0,1,false,finished,True
CH12:atp:2016/253/ms015:RC93,CH12,Jan Choinski,U.S.A. F29,FU,2016-09-19,R16,Martin,Redlicki,7-5 4-2,ITF main draw,2016,linked,7230739,1474572600.0,"USA F29, Singles",ITF Men,absent,Martin Redlicki,3.0,0.0,0.0,0.0,2,false,finished,True
CH12:atp:2016/253/ms031:KA77,CH12,Jan Choinski,U.S.A. F29,FU,2016-09-19,R32,Shahin,Khaledan,6-3 7-6(3),ITF main draw,2016,linked,7229715,1474491000.0,"USA F29, Singles",ITF Men,absent,Shahin Khaledan,3.0,0.0,0.0,0.0,2,false,finished,True
CH12:atp:2016/1592/ms015:GB42,CH12,Jan Choinski,U.S.A. F30,FU,2016-09-26,R16,Alejandro,Gomez,4-6 4-6,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/1592/ms031:DA59,CH12,Jan Choinski,U.S.A. F30,FU,2016-09-26,R32,Florent,Diep,3-6 6-2 6-3,ITF main draw,2016,linked,7236260,1475079300.0,"USA F30, Singles",ITF Men,absent,Florent Diep,3.0,0.0,0.0,0.0,2,false,finished,True
CH12:atp:2016/3351/qs005:K964,CH12,Jan Choinski,Stockton,CH,2016-10-03,Q3,Brydan,Klein,7-6(6) 4-6 1-6,Challenger qualifying,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/3351/qs011:LB50,CH12,Jan Choinski,Stockton,CH,2016-10-03,Q2,Mikelis,Libietis,6-1 6-3,Challenger qualifying,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/3351/qs023:SU55,CH12,Jan Choinski,Stockton,CH,2016-10-03,Q1,Denis,Shapovalov,6-2 6-4,Challenger qualifying,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/7339/qs027:K964,CH12,Jan Choinski,Fairfield,CH,2016-10-10,Q1,Brydan,Klein,6-7(8) 0-6,Challenger qualifying,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/7645/ms011:W522,CH12,Jan Choinski,U.S.A. F33,FU,2016-10-17,R16,Rhyne,Williams,1-6 2-6,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/7645/ms023:S0B2,CH12,Jan Choinski,U.S.A. F33,FU,2016-10-17,R32,Timothy,Sah,6-2 6-2,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/7654/ms012:GE03,CH12,Jan Choinski,U.S.A. F34,FU,2016-10-24,R16,Andre,Goransson,2-6 7-6(3) 4-6,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2016/7654/ms025:M0CS,CH12,Jan Choinski,U.S.A. F34,FU,2016-10-24,R32,Gunther,Matta,6-1 6-2,ITF main draw,2016,unobserved,,,,,,,,,,,,,,False
CH12:atp:2017/114/ms005:KD87,CH12,Jan Choinski,Germany F1,FU,2017-01-09,QF,Evgeny,Karlovskiy,5-7 2-6,ITF main draw,2017,linked,7312174,1484308800.0,"Germany F1, Singles",ITF Men,absent,Evgeny Karlovskiy,3.0,0.0,1.0,0.0,absent,false,finished,False
CH12:atp:2017/114/ms011:R931,CH12,Jan Choinski,Germany F1,FU,2017-01-09,R16,Patrik,Rosenholm,6-2 6-3,ITF main draw,2017,linked,7311675,1484227200.0,"Germany F1, Singles",ITF Men,absent,Patrik Rosenholm,3.0,0.0,1.0,0.0,2,false,finished,True
CH12:atp:2017/114/ms022:H844,CH12,Jan Choinski,Germany F1,FU,2017-01-09,R32,Pirmin,Haenle,6-1 6-2,ITF main draw,2017,unobserved,,,,,,,,,,,,,,False
CH12:atp:2017/7652/ms025:BC72,CH12,Jan Choinski,Koblenz,CH,2017-01-16,R32,Daniel,Brands,3-6 5-7,Challenger main draw,2017,linked,7314359,1484679600.0,"Koblenz, Germany",Challenger,Round of 32,Daniel Brands,3.0,2.0,1.0,0.0,absent,false,finished,False
CH12:atp:2017/738/ms007:V717,CH12,Jan Choinski,Germany F3,FU,2017-01-23,QF,Alexey,Vatutin,0-6 3-6,ITF main draw,2017,linked,7322588,1485523800.0,"Germany F3, Singles",ITF Men,absent,Alexey Vatutin,3.0,0.0,1.0,0.0,1,false,finished,True
CH12:atp:2017/738/ms015:GA71,CH12,Jan Choinski,Germany F3,FU,2017-01-23,R16,Laurynas,Grigelis,6-4 7-5,ITF main draw,2017,linked,7321897,1485442200.0,"Germany F3, Singles",ITF Men,absent,Laurynas Grigelis,3.0,0.0,1.0,0.0,1,false,finished,True
CH12:atp:2017/738/ms030:E811,CH12,Jan Choinski,Germany F3,FU,2017-01-23,R32,Elmar,Ejupovic,6-3 6-3,ITF main draw,2017,linked,7321205,1485360000.0,"Germany F3, Singles",ITF Men,absent,Elmar Ejupovic,3.0,0.0,1.0,0.0,2,false,finished,True
CH12:atp:2017/238/ms023:DF92,CH12,Jan Choinski,U.S.A. F8,FU,2017-02-20,R32,Corentin,Denolly,2-6 7-6(2) 5-7,ITF main draw,2017,linked,7343283,1487692800.0,"USA F8, Singles",ITF Men,absent,Corentin Denolly,3.0,0.0,0.0,0.0,2,false,finished,True
CH12:atp:2017/431/ms013:PL56,CH12,Jan Choinski,U.S.A. F9,FU,2017-02-27,R16,Tommy,Paul,6-1 1-6 6-7(4),ITF main draw,2017,linked,7349460,1488478800.0,"USA F9, Singles",ITF Men,absent,Tommy Paul,3.0,0.0,0.0,0.0,2,false,finished,True
CH12:atp:2017/431/ms026:N763,CH12,Jan Choinski,U.S.A. F9,FU,2017-02-27,R32,Daniel,Nolan,6-2 6-3,ITF main draw,2017,linked,7348388,1488303000.0,"USA F9, Singles",ITF Men,absent,Daniel Nolan,3.0,0.0,0.0,0.0,1,false,finished,True
CH12:atp:2017/452/ms008:CG33,CH12,Jan Choinski,U.S.A. F10,FU,2017-03-13,R16,Kimmer,Coppejans,4-6 3-6,ITF main draw,2017,linked,7362613,1489715100.0,"USA F10, Singles",ITF Men,absent,Kimmer Coppejans,3.0,0.0,0.0,0.0,absent,false,finished,False
CH12:atp:2017/452/ms017:WB27,CH12,Jan Choinski,U.S.A. F10,FU,2017-03-13,R32,Jarryd,Woog,6-3 6-1,ITF main draw,2017,linked,7359891,1489543500.0,"USA F10, Singles",ITF Men,absent,Jarryd Woog,3.0,0.0,0.0,0.0,1,false,finished,True
CH12:atp:2017/454/ms014:KA98,CH12,Jan Choinski,U.S.A. F11,FU,2017-03-20,R16,Bradley,Klahn,3-6 6-3 3-6,ITF main draw,2017,linked,7368716,1490297700.0,"USA F11, Singles",ITF Men,absent,Bradley Klahn,3.0,0.0,0.0,0.0,1,false,finished,True
CH12:atp:2017/454/ms028:TA04,CH12,Jan Choinski,U.S.A. F11,FU,2017-03-20,R32,Finn,Tearney,7-5 6-7(4) 7-6(4),ITF main draw,2017,linked,7367070,1490206200.0,"USA F11, Singles",ITF Men,absent,Finn Tearney,3.0,0.0,0.0,0.0,2,false,finished,True
CH12:atp:2017/458/ms007:BC68,CH12,Jan Choinski,U.S.A. F12,FU,2017-04-03,QF,Philip,Bester,,ITF main draw,2017,unobserved,,,,,,,,,,,,,,False
CH12:atp:2017/458/ms015:SQ48,CH12,Jan Choinski,U.S.A. F12,FU,2017-04-03,R16,Ryan,Shane,7-5 6-2,ITF main draw,2017,unobserved,,,,,,,,,,,,,,False
CH12:atp:2017/458/ms031:MG08,CH12,Jan Choinski,U.S.A. F12,FU,2017-04-03,R32,Yannick,Mertens,4-6 6-4 6-1,ITF main draw,2017,linked,7377926,1491264000.0,"USA F12, Singles",ITF Men,absent,Yannick Mertens,3.0,0.0,0.0,0.0,2,false,finished,True
CH12:atp:2017/683/ms001:DA31,CH12,Jan Choinski,Sweden F1,FU,2017-05-08,F,Hugo,Dellien,7-5 4-6 6-2,ITF main draw,2017,unobserved,,,,,,,,,,,,,,False
CH12:atp:2017/683/ms002:E688,CH12,Jan Choinski,Sweden F1,FU,2017-05-08,SF,Markus,Eriksson,6-3 6-3,ITF main draw,2017,unobserved,,,,,,,,,,,,,,False
CH12:atp:2017/683/ms004:F09J,CH12,Jan Choinski,Sweden F1,FU,2017-05-08,QF,Karl,Friberg,4-6 6-1 6-4,ITF main draw,2017,unobserved,,,,,,,,,,,,,,False
